id,ancien_nom,nouveau_nom,categorie,image
cat-3946,DBpza 753.5,"DBpza 753.5 — 2me classe, entres hautes au niveau des bogies [DB_DBpza753_VRR3RSX]",wagon,img/catalog/DB/V/DB_DBpza753_VRR3RSX_R.gif
cat-3948,DABpbzfa 764,DABpbzfa 764 — Voitures pilotes 1re / 2me classes — Livre rouge trafic rgionale,wagon,img/catalog/DB/V/DB_DABpbzfa764_VRR_R.gif
cat-3949,DABpbzfa 764,DABpbzfa 764 — Voitures pilotes 1re / 2me classes — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_DABpbzfa764_VRR2_R.gif
cat-3950,DABpbzfa 764,DABpbzfa 764 — Voitures pilotes 1re / 2me classes — Livre rouge trafic rgionale avec…,wagon,img/catalog/DB/V/DB_DABpbzfa764_VRR2Bay_R.gif
cat-3951,DABpbzfa 764,DABpbzfa 764 — Voitures pilotes 1re / 2me classes — Livre rouge trafic rgionale VBB…,wagon,img/catalog/DB/V/DB_DABpbzfa764_VRR2VBB_R.gif
cat-3953,DBpbzfa 763.5,"DBpbzfa 763.5 — Voitures pilotes 2me classes — Livre rouge trafic rgionale, marquages…",wagon,img/catalog/DB/V/DB_DBpbzfa763_5_VRR_R.gif
cat-3955,DBpbzfa 763.5,DBpbzfa 763.5 — Voitures pilotes 2me classes — Logos DB et RSX (Rhein Sieg Express),wagon,img/catalog/DB/V/DB_DBpbzfa763_VRR3RSX_R.gif
cat-3956,DBpbzfa 763.6,DBpbzfa 763.6 — Voitures pilotes 2me classes — Les DBpbzfa 763.6 ont des toilettes de…,wagon,img/catalog/DB/V/DB_DBpbzfa763_6_VRR_L.gif
cat-3957,DBpbzfa 763.6,DBpbzfa 763.6 — Voitures pilotes 2me classes — Logo REGIO DB,wagon,img/catalog/DB/V/DB_DBpbzfa763_6_VRR2_R.gif
cat-3958,DBpbzfa 763.6,DBpbzfa 763.6 — Voitures pilotes 2me classes — Logos DB et RSX (Rhein Sieg Express),wagon,img/catalog/DB/V/DB_DBpbzfa763_6_VRR3RSX_L.gif
cat-3959,DBpzfa 763.9,DBpzfa 763.9 — Voitures pilotes 2me classes — Livre rouge trafic rgionale VBB (Berlin…,wagon,img/catalog/DB/V/DB_DBpzfa763_9_VRR2VBB_R.gif
cat-3960,DBpzfa 763.9,DBpzfa 763.9 — Voitures pilotes 2me classes — Deuxime version avec grands pictogrammes…,wagon,img/catalog/DB/V/DB_DBpzfa763_9_VRRVBB2_R.gif
cat-3961,DABpza 785.1,"DABpza 785.1 — 1re / 2me classes, entres basses [DB_DABpza785_1_VRR]",wagon,img/catalog/DB/V/DB_DABpza785_1_VRR_R.gif
cat-3962,DABpza 785.1,"DABpza 785.1 — 1re / 2me classes, entres basses [DB_DABpza785_1_VRR2]",wagon,img/catalog/DB/V/DB_DABpza785_1_VRR2_R.gif
cat-3963,DABpza 785.1,"DABpza 785.1 — 1re / 2me classes, entres basses [DB_DABpza785_1_VRRHX]",wagon,img/catalog/DB/V/DB_DABpza785_1_VRRHX_R.gif
cat-3964,DABpza 785.2,"DABpza 785.2 — 1re / 2me classes, entres basses [DB_DABpza785_2_VRR]",wagon,img/catalog/DB/V/DB_DABpza785_2_VRR_R.gif
cat-3965,DABpza 785.2,"DABpza 785.2 — 1re / 2me classes, entres basses [DB_DABpza785_2_VRR2]",wagon,img/catalog/DB/V/DB_DABpza785_2_VRR2_R.gif
cat-3966,DABpza 785.2,"DABpza 785.2 — 1re / 2me classes, entres basses [DB_DABpza785_2_VRSVVO]",wagon,img/catalog/DB/V/DB_DABpza785_2_VRSVVO_R.gif
cat-3968,DABpza 786,"DABpza 786 — 1re / 2me classes, entres hautes au niveau des bogies [DB_DABpza786_VRR]",wagon,img/catalog/DB/V/DB_DABpza786_VRR_R.gif
cat-3969,DABpza 786,"DABpza 786 — 1re / 2me classes, entres hautes au niveau des bogies [DB_DABpza786_VRR2]",wagon,img/catalog/DB/V/DB_DABpza786_VRR2_R.gif
cat-3970,DABpza 786,"DABpza 786 — 1re / 2me classes, entres hautes au niveau des bogies [DB_DABpza786_VRR2NahSH]",wagon,img/catalog/DB/V/DB_DABpza786_VRR2NahSH_R.gif
cat-3971,DABpza 786,"DABpza 786 — 1re / 2me classes, entres hautes au niveau des bogies [DB_DABpza786_VRRNWL]",wagon,img/catalog/DB/V/DB_DABpza786_VRRNWL_R.gif
cat-3975,DBpza 780,"DBpza 780 — 2me classe, entres basses [DB_DBpza780_VRR]",wagon,img/catalog/DB/V/DB_DBpza780_VRR_R.gif
cat-3976,DBpza 780,"DBpza 780 — 2me classe, entres basses [DB_DBpza780_VRR2]",wagon,img/catalog/DB/V/DB_DBpza780_VRR2_R.gif
cat-3977,DBpza 780,"DBpza 780 — 2me classe, entres basses [DB_DBpza780_VRRHX]",wagon,img/catalog/DB/V/DB_DBpza780_VRRHX_R.gif
cat-3978,DBpza 780.1,"DBpza 780.1 — 2me classe, entres basses [DB_DBpza780_1_VRR2]",wagon,img/catalog/DB/V/DB_DBpza780_1_VRR2_R.gif
cat-3979,DBpza 780.1,"DBpza 780.1 — 2me classe, entres basses [DB_DBpza780_1_VRRHX]",wagon,img/catalog/DB/V/DB_DBpza780_1_VRRHX_R.gif
cat-3980,DBpza 780.4,"DBpza 780.4 — 2me classe, entres basses [DB_DBPZA780_4_VRR2]",wagon,img/catalog/DB/V/DB_DBpza780_4_VRR2_R.gif
cat-3981,DBpza 780.4,"DBpza 780.4 — 2me classe, entres basses [DB_DBpza780_4_VRSVVO]",wagon,img/catalog/DB/V/DB_DBpza780_4_VRSVVO_R.gif
cat-3983,DBpza 781 - 781.3,"DBpza 781 - 781.3 — 2me classe, entres hautes au niveau des bogies [DB_DBpza781_VRR]",wagon,img/catalog/DB/V/DB_DBpza781_VRR_R.gif
cat-3984,DBpza 781 - 781.3,"DBpza 781 - 781.3 — 2me classe, entres hautes au niveau des bogies [DB_DBpza781_VRR2]",wagon,img/catalog/DB/V/DB_DBpza781_VRR2_R.gif
cat-3986,DBpza 781.2,"DBpza 781.2 — 2me classe, entres hautes au niveau des bogies [DB_DBpza781_2_VRRRHX]",wagon,img/catalog/DB/V/DB_DBpza781_2_VRRRHX_R.gif
cat-3987,DBpza 781.2,"DBpza 781.2 — 2me classe, entres hautes au niveau des bogies [DB_DBpza781_2_VRRRSX]",wagon,img/catalog/DB/V/DB_DBpza781_2_VRRRSX_R.gif
cat-3989,DBpzka 781.9,"DBpzka 781.9 — 2me classe, entres hautes au niveau des bogies [DB_DBpzka781_9_VRRRHX]",wagon,img/catalog/DB/V/DB_DBpzka781_9_VRRRHX_R.gif
cat-3990,DBpzka 781.9,"DBpzka 781.9 — 2me classe, entres hautes au niveau des bogies [DB_DBpzka781_9_VRR]",wagon,img/catalog/DB/V/DB_DBpzka781_9_VRR_R.gif
cat-3995,DABpbzfa 767.2,DABpbzfa 767.2 — Voitures pilotes 1re / 2me classes — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_DABpbzfa767_2_VRR2_R.gif
cat-3996,DABpbzfa 767.2,DABpbzfa 767.2 — Voitures pilotes 1re / 2me classes — Livre VVO / S-Bahn Dresden,wagon,img/catalog/DB/V/DB_DABpbzfa767_2_VRSVVO_R.gif
cat-4000,DBpbzfa 766 - 766.3,DBpbzfa 766 - 766.3 — Voitures pilotes 2me classe — Livre rouge trafic rgionale,wagon,img/catalog/DB/V/DB_DBpbzfa766_VRR_R.gif
cat-4001,DBpbzfa 766 - 766.3,DBpbzfa 766 - 766.3 — Voitures pilotes 2me classe — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_DBpbzfa766_VRR2_R.gif
cat-4003,DBpzfa 766.1,DBpzfa 766.1 — Voitures pilotes 2me classe — Livre rouge trafic rgionale VBB (Berlin…,wagon,img/catalog/DB/V/DB_DBpzfa766_1_VRR2VBB_R.gif
cat-4004,DBpzfa 766.1,DBpzfa 766.1 — Voitures pilotes 2me classe — Deuxime version avec grands pictogrammes…,wagon,img/catalog/DB/V/DB_DBpzfa766_1_VRRVBB2_R.gif
cat-4005,DBpzfa 766.1,DBpzfa 766.1 — Voitures pilotes 2me classe — 5 exemplaires en livre rouge trafic…,wagon,img/catalog/DB/V/DB_DBpbzfa766_1_VRRHX_R.gif
cat-4007,DBpbzfa 766.4,DBpbzfa 766.4 — Voitures pilotes 2me classe — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_DBpbzfa766_4_VRR2_R.gif
cat-4008,DBpbzfa 766.4,"DBpbzfa 766.4 — Voitures pilotes 2me classe — Premire srie, avec vitre de WC",wagon,img/catalog/DB/V/DB_DBpbzfa766_4_VRR2NahSH_R.gif
cat-4009,DBpbzfa 766.4,"DBpbzfa 766.4 — Voitures pilotes 2me classe — Deuxime srie, sans vitre de WC",wagon,img/catalog/DB/V/DB_DBpbzfa766_4b_VRR2NahSH_L.gif
cat-4012,DBpza 682.2,"DBpza 682.2 — Voitures Grandes Lignes — Deuxime classe, entres hautes au dessus des…",wagon,img/catalog/DB/V/DB_DBpza682_2_ICE_R.gif
cat-4013,DBpza 682.2,"DBpza 682.2 — Voitures Grandes Lignes — Voitures pilotes de deuxime classe, entres…",wagon,img/catalog/DB/V/DB_DBpbzfa668_2_ICE_R.gif
cat-4014,DABpbza 787.2,"DABpbza 787.2 — 1re / 2me classes, entres basses [DB_DABpbza787_2_VRR2MSX]",wagon,img/catalog/DB/V/DB_DABpbza787_2_VRR2MSX_R.gif
cat-4015,DABpbza 787.2,"DABpbza 787.2 — 1re / 2me classes, entres basses [DB_DABpbza787_2_VRR]",wagon,img/catalog/DB/V/DB_DABpbza787_2_VRR_R.gif
cat-4016,DABpbza 787.7,"DABpbza 787.7 — 1re / 2me classes, entres basses [DB_DABpbza787_7_VRR2VBB]",wagon,img/catalog/DB/V/DB_DABpbza787_7_VRR2VBB_R.gif
cat-4017,DABpbza 787.7,"DABpbza 787.7 — 1re / 2me classes, entres basses [DB_DABpbza787_7_VRRVBB2]",wagon,img/catalog/DB/V/DB_DABpbza787_7_VRRVBB2_R.gif
cat-4019,DBpza 782.1,"DBpza 782.1 — 2me classe, entres basses [DB_DBpza782_1_VRR2VBB]",wagon,img/catalog/DB/V/DB_DBpza782_1_VRR2VBB_R.gif
cat-4020,DBpza 782.1,"DBpza 782.1 — 2me classe, entres basses [DB_DBpza782_1_VRR2MSX]",wagon,img/catalog/DB/V/DB_DBpza782_1_VRR2MSX_R.gif
cat-4021,DBpza 782.1,"DBpza 782.1 — 2me classe, entres basses [DB_DBpza782_1_VRR]",wagon,img/catalog/DB/V/DB_DBpza782_1_VRR_R.gif
cat-4022,DBpza 782.2,"DBpza 782.2 — 2me classe, entres basses [DB_DBpza782_2_VRR2ENB]",wagon,img/catalog/DB/V/DB_DBpza782_2_VRR2ENB_R.gif
cat-4023,DBpza 782.2,"DBpza 782.2 — 2me classe, entres basses [DB_DBpza782_2_VRR2VBB]",wagon,img/catalog/DB/V/DB_DBpza782_2_VRR2VBB_R.gif
cat-4024,DBpza 782.2,"DBpza 782.2 — 2me classe, entres basses [DB_DBpza782_2_VRRVBB2]",wagon,img/catalog/DB/V/DB_DBpza782_2_VRRVBB2_R.gif
cat-4026,DBpza 783.0,"DBpza 783.0 — 2me classe, entres hautes au niveau des bogies [DB_DBpza783_0_NahShR]",wagon,img/catalog/DB/V/DB_DBpza783_0_NahSHR_R.gif
cat-4027,DBpza 783.0,"DBpza 783.0 — 2me classe, entres hautes au niveau des bogies [DB_DBpza783_0_NahSH]",wagon,img/catalog/DB/V/DB_DBpza783_0_NahSH_R.gif
cat-4029,MDyg 986,"MDyg 986 — Fourgons ""de fortune"" — Numros UIC",wagon,img/catalog/DB/V/DB_MDyg986_a_R.gif
cat-4030,MDyg 986,"MDyg 986 — Fourgons ""de fortune"" — Fourgons ""de fortune"" avec intercirculation par…",wagon,img/catalog/DB/V/DB_MDyg986_b_R.gif
cat-4032,MDie 996,"MDie 996 — Fourgons ""de fortune"" — Numros UIC",wagon,img/catalog/DB/V/DB_MDi996_O_R.gif
cat-4033,MDie 996,"MDie 996 — Fourgons ""de fortune"" — Fourgons ""de fortune"" sans intercirculation",wagon,img/catalog/DB/V/DB_MDi996_OPM_R.gif
cat-4034,DDm 915,DDm 915 — Livre verte,wagon,img/catalog/DB/V/DB_DDm915_V.gif
cat-4035,DDm 915,DDm 915 — Logo DB AG [DB_DDm915_VK],wagon,img/catalog/DB/V/DB_DDm915_VK.gif
cat-4036,DDm 915,DDm 915 — Livre bleu-beige (sans beige...),wagon,img/catalog/DB/V/DB_DDm915_BB.gif
cat-4037,DDm 915,DDm 915 — Livre IR,wagon,img/catalog/DB/V/DB_DDm915_IR.gif
cat-4038,DDm 915,DDm 915 — Logo DB AG [DB_DDm915_IRK],wagon,img/catalog/DB/V/DB_DDm915_IRK.gif
cat-4039,DDm 915,DDm 915 — Livre rouge trafic avec marquages DB AutoZug,wagon,img/catalog/DB/V/DB_DDm915_VRAZ.gif
cat-4040,DDm 916,"DDm 916 — Livre verte, logo DB AG",wagon,img/catalog/DB/V/DB_DDm916_VK.gif
cat-4041,DDm 916,"DDm 916 — Livre IR, logo DB AG",wagon,img/catalog/DB/V/DB_DDm916_IRK.gif
cat-4042,DDm 916,DDm 916 — Livre rouge trafic avec marquages DB AutoZug,wagon,img/catalog/DB/V/DB_DDm916_VRAZ.gif
cat-4056,Aim 260,Aim 260 — Livre IR,wagon,img/catalog/DB/V/DB_Aim260_IR_R.gif
cat-4057,Aim 260,Aim 260 — Logo DB AG,wagon,img/catalog/DB/V/DB_Aim260_IRK_R.gif
cat-4058,Aimz 261,Aimz 261 — Livre IR,wagon,img/catalog/DB/V/DB_Aimz261_IR_R.gif
cat-4059,Aimz 261,Aimz 261 — Logo DB AG,wagon,img/catalog/DB/V/DB_Aimz261_IRK_R.gif
cat-4060,Aimz 261,Aimz 261 — 1 voiture a t repeinte en livre rouge trafic grandes lignes,wagon,img/catalog/DB/V/DB_Aimz261_VR_R.gif
cat-4061,ARkimbz 262,ARkimbz 262 — Livre IR,wagon,img/catalog/DB/V/DB_ARkimbz262_IR_R.gif
cat-4062,ARkimbz 262,ARkimbz 262 — Logo DB AG,wagon,img/catalog/DB/V/DB_ARkimbz262_IRK_R.gif
cat-4063,ARkimbz 262,ARkimbz 262 — Livre ICE,wagon,img/catalog/DB/V/DB_ARkimbz262_ICE_R.gif
cat-4064,ARkimbz 262,ARkimbz 262 — Livre Berlin-Warszawa-Express,wagon,img/catalog/DB/V/DB_ARkimbz262_BWX_R.gif
cat-4065,ARkimbz 266,"ARkimbz 266 — ARkimbz 262 — Nouvelle modernisation, affichage numrique d'informations",wagon,img/catalog/DB/V/DB_ARkimbz266_ICE_R.gif
cat-4066,ARkimbz 266,"ARkimbz 266 — ARkimbz 262 — Dernire version de livre, avec pictogrammes et marquage…",wagon,img/catalog/DB/V/DB_ARkimbz266_ICEb_R.gif
cat-4067,Bimz 264,Bimz 264 — Livre IR,wagon,img/catalog/DB/V/DB_Bimz264_IR_R.gif
cat-4068,Bimz 264,Bimz 264 — Logo DB AG,wagon,img/catalog/DB/V/DB_Bimz264_IRK_R.gif
cat-4069,Bimz 264.4,Bimz 264.4 — Bimz 264 — Sous-srie avec WC chimiques,wagon,img/catalog/DB/V/DB_Bimz264_4_IR_R.gif
cat-4070,Bimz 264.4,Bimz 264.4 — Bimz 264 — Logo DB AG,wagon,img/catalog/DB/V/DB_Bimz264_4_IRK_R.gif
cat-4071,Bimz 264,Bimz 264 — Livre faon ICE,wagon,img/catalog/DB/V/DB_Bimz264_ICE_R.gif
cat-4072,Bimdz 268,Bimdz 268 — Livre IR,wagon,img/catalog/DB/V/DB_Bimdz268_IR_R.gif
cat-4073,Bimdz 268,"Bimdz 268 — Logo DB AG et pictogrammes ""vlos""",wagon,img/catalog/DB/V/DB_Bimdz268_IRK_R.gif
cat-4074,Bimdz 268,Bimdz 268 — Livre faon ICE,wagon,img/catalog/DB/V/DB_Bimdz268_ICE_R.gif
cat-4075,Aimz 541,Aimz 541 — Une partie de ces voitures a t repeinte en livre DB Regio rouge trafic…,wagon,img/catalog/DB/V/DB_Aimz541_VR_R.gif
cat-4076,Aimz 541,Aimz 541 — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_Aimz541_VRR2_R.gif
cat-4077,Aimz 541.8,Aimz 541.8 — Aimz 541 — Voitures ddies au train SH-Express,wagon,img/catalog/DB/V/DB_Aimz541_8_SHX_R.gif
cat-4078,Aimz 541.8,Aimz 541.8 — Aimz 541 — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_Aimz541_8_SHXR_R.gif
cat-4079,Bimz 548,Bimz 548 — Une partie de ces voitures a t repeinte en livre DB Regio rouge trafic…,wagon,img/catalog/DB/V/DB_Bimz548_VR_R.gif
cat-4080,Bimz 548,Bimz 548 — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_Bimz548_VRR2_R.gif
cat-4081,Bimz 548.8,Bimz 548.8 — Bimz 548 — Voitures ddies au train SH-Express,wagon,img/catalog/DB/V/DB_Bimz548_8_SHX_R.gif
cat-4082,Bimz 548.8,Bimz 548.8 — Bimz 548 — Nouveau logo REGIO DB,wagon,img/catalog/DB/V/DB_Bimz548_8_SHXR_R.gif
cat-4084,WRmbz 138.1,WRmbz 138.1 — Livre rouge trafic DB AutoZug,wagon,img/catalog/DB/V/DB_WRmbz138_1_VRAZ_R.gif
cat-4085,WRmbz 138.1,WRmbz 138.1 — Livre rouge trafic DB NachtZug,wagon,img/catalog/DB/V/DB_WRmbz138_1_VRNZ_R.gif
cat-4086,WRmbz 138.1,WRmbz 138.1 — Livre rouge trafic CityNightLine actuelle,wagon,img/catalog/DB/V/DB_WRmbz138_1_VRCNL_R.gif
cat-4087,WRmbz 138.1,WRmbz 138.1 — Anciennement DB Autozug,wagon,img/catalog/DB/V/DB_WRmbz138_1_ExVRAZ_R.gif
cat-4089,ABym 411,ABym 411 — Mixte premire / deuxime classe — Livre verte,wagon,img/catalog/DB/V/DB_ABym411_V_R.gif
cat-4090,ABym 411,ABym 411 — Mixte premire / deuxime classe — Premire version de la livre bleu/beige…,wagon,img/catalog/DB/V/DB_ABym411_BB1_R.gif
cat-4091,ABym 411,ABym 411 — Mixte premire / deuxime classe — Deuxime version de la livre bleu/beige,wagon,img/catalog/DB/V/DB_ABym411_BB2_R.gif
cat-4093,Bym 421,Bym 421 — Deuxime classe — Livre verte,wagon,img/catalog/DB/V/DB_Bym421_V_R.gif
cat-4094,Bym 421,Bym 421 — Deuxime classe — Premire version de la livre bleu/beige (chassis noir),wagon,img/catalog/DB/V/DB_Bym421_BB1_R.gif
cat-4095,Bym 421,Bym 421 — Deuxime classe — Deuxime version de la livre bleu/beige,wagon,img/catalog/DB/V/DB_Bym421_BB2_R.gif
cat-4097,Bylf 436,Bylf 436 — Deuxime classe pilote — Livre verte,wagon,img/catalog/DB/V/DB_Bylf436_V_R.gif
cat-4098,Bylf 436,Bylf 436 — Deuxime classe pilote — Premire version de la livre bleu/beige (chassis…,wagon,img/catalog/DB/V/DB_Bylf436_BB1_R.gif
cat-4099,Bylf 436,Bylf 436 — Deuxime classe pilote — Deuxime version de la livre bleu/beige,wagon,img/catalog/DB/V/DB_Bylf436_BB2_R.gif
cat-4101,BDyslf 456,BDyslf 456 — Voitures pilotes deuxime classe / fourgon — Livre verte,wagon,img/catalog/DB/V/DB_BDyslf456_V_R.gif
cat-4102,BDyslf 456,BDyslf 456 — Voitures pilotes deuxime classe / fourgon — Premire version de la livre…,wagon,img/catalog/DB/V/DB_BDyslf456_BB1_R.gif
cat-4103,BDyslf 456,BDyslf 456 — Voitures pilotes deuxime classe / fourgon — Deuxime version de la livre…,wagon,img/catalog/DB/V/DB_BDyslf456_BB2_R.gif
cat-4105,BDylf 457,BDylf 457 — Voitures pilotes deuxime classe / fourgon — Livre verte,wagon,img/catalog/DB/V/DB_BDylf457_V_R.gif
cat-4106,BDylf 457,BDylf 457 — Voitures pilotes deuxime classe / fourgon — Deuxime version de la livre…,wagon,img/catalog/DB/V/DB_BDylf457_BB2_R.gif
cat-4108,Ayl 401,Ayl 401 — Premire classe — Livre d'origine verte malgr l'amnagement 1re classe,wagon,img/catalog/DB/V/DB_Ayl401_V_R.gif
cat-4109,Ayl 401,Ayl 401 — Premire classe — Premire version de la livre bleu/beige (chassis noir),wagon,img/catalog/DB/V/DB_Ayl401_BB1_R.gif
cat-4110,Ayl 401,Ayl 401 — Premire classe — Deuxime version de la livre bleu/beige,wagon,img/catalog/DB/V/DB_Ayl401_BB2_R.gif
cat-4112,BRyl 446,BRyl 446 — Mixtes 2me classe / restaurant — Livre verte avec plaque DSG Speisewagen,wagon,img/catalog/DB/V/DB_BRyl446_V_R.gif
cat-4113,BRyl 446,BRyl 446 — Mixtes 2me classe / restaurant — Livre vert pour la partie 2me classe…,wagon,img/catalog/DB/V/DB_BRyl446_VR_R.gif
cat-4114,BRyl 446,BRyl 446 — Mixtes 2me classe / restaurant — Premire version de la livre bleu/beige…,wagon,img/catalog/DB/V/DB_BRyl446_BB1_R.gif
cat-4115,BRyl 446,BRyl 446 — Mixtes 2me classe / restaurant — Deuxime version de la livre bleu/beige,wagon,img/catalog/DB/V/DB_BRyl446_BB2_R.gif
cat-4119,ABnb 701,ABnb 701 — Mixte premire / deuxime classe — Premier prototype mixte,wagon,img/catalog/DB/V_N/DB_ABnb701_V.gif
cat-4120,ABnb 701,ABnb 701 — Mixte premire / deuxime classe — Modifi pour se rapprocher de la srie…,wagon,img/catalog/DB/V_N/DB_ABnb701_BB2.gif
cat-4123,ABn 703-704,ABn 703-704 — Mixte premire / deuxime classe — Voitures de srie de 1re (703) et 2me…,wagon,img/catalog/DB/V_N/DB_ABn703_SL1.gif
cat-4124,ABn 703-704,"ABn 703-704 — Mixte premire / deuxime classe — Deuxime livre ""Silberlingen"" avec…",wagon,img/catalog/DB/V_N/DB_ABn703_SL2.gif
cat-4125,ABn 703-704,ABn 703-704 — Mixte premire / deuxime classe — Logo DB AG,wagon,img/catalog/DB/V_N/DB_ABn703_SLK.gif
cat-4127,ABnrzb 704,ABnrzb 704 — Mixte premire / deuxime classe — Portes coulissantes pour 11 ABnrzb 704,wagon,img/catalog/DB/V_N/DB_ABnrzb704_SST_SL1.gif
cat-4128,ABnrzb 704,ABnrzb 704 — Mixte premire / deuxime classe — Portes coulissantes,wagon,img/catalog/DB/V_N/DB_ABnrzb704_SST_SL2.gif
cat-4130,Bnb 712,Bnb 712 — Deuxime classe — Prototype construit par Wegmann,wagon,img/catalog/DB/V_N/DB_Bnb712_V.gif
cat-4131,Bnb 712,Bnb 712 — Deuxime classe — Livre bleu-beige,wagon,img/catalog/DB/V_N/DB_Bnb712_BB2.gif
cat-4132,Bnb 713,Bnb 713 — Deuxime classe — Prototype construit par WMD,wagon,img/catalog/DB/V_N/DB_Bnb713_V.gif
cat-4133,Bnb 713,Bnb 713 — Deuxime classe — Livre bleu-beige,wagon,img/catalog/DB/V_N/DB_Bnb713_BB2.gif
cat-4134,Bnb 714,Bnb 714 — Deuxime classe — Prototype construit par MaK,wagon,img/catalog/DB/V_N/DB_Bnb714_V.gif
cat-4135,Bnb 714,Bnb 714 — Deuxime classe — Livre bleu-beige,wagon,img/catalog/DB/V_N/DB_Bnb714_BB2.gif
cat-4136,Bnb 715,Bnb 715 — Deuxime classe — Prototype,wagon,img/catalog/DB/V_N/DB_Bnb715_V.gif
cat-4137,Bnb 715,Bnb 715 — Deuxime classe — Livre bleu-beige,wagon,img/catalog/DB/V_N/DB_Bnb715_BB2.gif
cat-4138,Bnb 717-718,Bnb 717-718 — Deuxime classe — 2 prototypes construits par WMD,wagon,img/catalog/DB/V_N/DB_Bnb717_V.gif
cat-4139,Bnb 717-718,Bnb 717-718 — Deuxime classe — Livre bleu-beige,wagon,img/catalog/DB/V_N/DB_Bnb717_BB2.gif
cat-4141,Bnb 719-720-723-725,"Bnb 719-720-723-725 — Deuxime classe — Plus de 2800 voitures produites ! Livre ""Silberlingen""…",wagon,img/catalog/DB/V_N/DB_Bnb719_SL1.gif
cat-4142,Bnb 719-720-723-725,"Bnb 719-720-723-725 — Deuxime classe — Deuxime livre ""Silberlingen"" avec chassis bleu",wagon,img/catalog/DB/V_N/DB_Bnb719_SL2.gif
cat-4143,Bnb 719-720-723-725,Bnb 719-720-723-725 — Deuxime classe — Logo DB AG,wagon,img/catalog/DB/V_N/DB_Bnb719_SLK.gif
cat-4144,Bnb 720 prototype,"Bnb 720 prototype — Deuxime classe — Prototype, avec chassis plus dgag (les Bnb 720 de srie…",wagon,img/catalog/DB/V_N/DB_Bnb720P_V.gif
cat-4145,Bnb 720 prototype,Bnb 720 prototype — Deuxime classe — Livre bleu-beige,wagon,img/catalog/DB/V_N/DB_Bnb720P_BB2.gif
cat-4148,Bnrzb 724,"Bnrzb 724 — Deuxime classe — Sanitarisables, 180 exemplaires",wagon,img/catalog/DB/V_N/DB_Bnrzb724_SL1.gif
cat-4149,Bnrzb 724,"Bnrzb 724 — Deuxime classe — Deuxime livre ""Silberlingen"" avec chassis bleu",wagon,img/catalog/DB/V_N/DB_Bnrzb724_SL2.gif
cat-4150,Bnrzb 724,Bnrzb 724 — Deuxime classe — Logo DB AG,wagon,img/catalog/DB/V_N/DB_Bnrzb724_SLK.gif
cat-4151,Bnrzb 725,"Bnrzb 725 — Deuxime classe — Livre spcifique bleu-beige pour 1 voiture, utilise…",wagon,img/catalog/DB/V_N/DB_Bnrzb725_Karls.gif
cat-4152,Bnrzb 725,Bnrzb 725 — Deuxime classe — Portes coulissantes pour 1 voiture,wagon,img/catalog/DB/V_N/DB_Bnrzb725_SST_SL1.gif
cat-4153,Bnrzb 728,"Bnrzb 728 — Deuxime classe — Dernire srie de Silberlingen, construites de 1977 1980…",wagon,img/catalog/DB/V_N/DB_Bnrzb728_SL1.gif
cat-4154,Bnrzb 728,"Bnrzb 728 — Deuxime classe — Deuxime livre ""Silberlingen"" avec chassis bleu",wagon,img/catalog/DB/V_N/DB_Bnrzb728_SL2.gif
cat-4155,Bnrzb 728,Bnrzb 728 — Deuxime classe — Logo DB AG,wagon,img/catalog/DB/V_N/DB_Bnrzb728_SLK.gif
cat-4156,Bnrzb 728,Bnrzb 728 — Deuxime classe — Livre spcifique pour les trains Flughafen Express…,wagon,img/catalog/DB/V_N/DB_Bnrzb728_FFM.gif
cat-4158,BDnf 737,BDnf 737 — Voitures pilotes deuxime classe / fourgon — Deuxime prototype,wagon,img/catalog/DB/V_N/DB_BDnf737_V_R.gif
cat-4159,BDnf 737,BDnf 737 — Voitures pilotes deuxime classe / fourgon — Devenue une simple mixte…,wagon,img/catalog/DB/V_N/DB_BDn737_BB2_R.gif
cat-4161,BDnf 738-739,BDnf 738-739 — Voitures pilotes deuxime classe / fourgon — Ex BPw4nf-59,wagon,img/catalog/DB/V_N/DB_BDnf738_SL1_R.gif
cat-4162,BDnf 738-739,BDnf 738-739 — Voitures pilotes deuxime classe / fourgon — Deuxime livre…,wagon,img/catalog/DB/V_N/DB_BDnf738_SL2_R.gif
cat-4164,BDnrzf 740,BDnrzf 740 — Voitures pilotes deuxime classe / fourgon — Deuxime gnration de…,wagon,img/catalog/DB/V_N/DB_BDnrzf740_SL1_R.gif
cat-4165,BDnrzf 740,"BDnrzf 740 — Voitures pilotes deuxime classe / fourgon — Livre ""Silberlingen""…",wagon,img/catalog/DB/V_N/DB_BDnrzf740_SLO1_R.gif
cat-4166,BDnrzf 740,BDnrzf 740 — Voitures pilotes deuxime classe / fourgon — Deuxime livre… [DB_BDnrzf740_SLO2],wagon,img/catalog/DB/V_N/DB_BDnrzf740_SLO2_R.gif
